832,16,18,14,167376
833,15,17,14,167576
834,15,17,14,167776
835,15,17,14,167976
836,16,18,15,168176
837,16,18,15,168376
838,16,18,15,168576
839,16,18,15,168776
840,16,18,15,168976
841,16,18,15,169176
842,16,18,15,169376
843,16,18,15,169576
844,16,18,15,169776
845,16,17,15,169976
846,16,17,15,170176
847,16,17,15,170376
848,16,18,15,170576
849,16,17,15,170776
850,16,18,15,170976
851,16,18,15,171176
852,16,18,15,171376
853,16,18,15,171576
854,16,18,15,171776
855,16,18,15,171976
856,16,18,15,172176
857,16,18,15,172376
858,16,18,15,172576
859,15,17,14,172776
860,15,17,14,172976
861,15,17,14,173176
862,15,17,14,173376
863,16,17,15,173576
864,15,17,15,173776
865,15,17,14,173976
866,15,17,14,174176
867,15,17,14,174376
868,15,17,15,174576
869,15,16,14,174776
870,15,17,14,174976
871,15,17,14,175176
872,15,17,14,175376
873,15,17,14,175576
874,16,17,15,175776
875,15,17,14,175976
876,16,17,15,176176
877,16,18,15,176376
878,16,18,15,176576
879,16,18,15,176776
880,16,18,15,176976
881,16,18,15,177176
882,16,18,15,177376
883,16,18,15,177576
884,16,18,15,177776
885,16,18,15,177976
886,16,18,15,178176
887,16,18,15,178376
888,16,18,15,178576
889,15,17,14,178776
890,17,19,16,178976
891,15,17,14,179176
892,15,17,14,179376
893,15,17,14,179576
894,15,17,14,179776
895,15,17,14,179976
896,15,17,14,180176
897,15,17,14,180376
898,15,16,14,180576
899,15,17,14,180776
900,15,17,14,180976
901,15,17,14,181176
902,15,17,14,181376
903,15,17,14,181576
904,15,17,15,181776
905,16,18,15,181976
906,16,18,15,182176
907,16,18,15,182376
908,16,18,15,182576
909,16,17,15,182776
910,16,18,15,182976
911,16,18,15,183176
912,16,18,15,183376
913,16,17,15,183576
914,15,17,15,183776
915,15,17,14,183976
916,15,17,14,184176
917,15,16,14,184376
918,16,17,15,184576
919,15,17,14,184776
920,15,17,14,184976
921,15,17,14,185176
922,15,17,15,185376
923,15,17,14,185576
924,15,17,14,185776
925,15,17,15,185976
926,15,17,14,186176
927,15,17,15,186376
928,15,17,15,186576
929,15,17,14,186776
930,15,17,14,186976
931,15,17,15,187176
932,15,17,14,187376
933,16,18,15,187576
934,15,17,15,187776
935,15,17,15,187976
936,15,17,14,188176
937,15,17,14,188376
938,15,17,15,188576
939,15,17,14,188776
940,15,17,15,188976
941,15,17,15,189176
942,15,17,15,189376
943,15,17,15,189576
944,17,19,16,189776
945,16,18,15,189976
946,16,18,15,190176
947,16,18,15,190376
948,15,17,15,190576
949,15,17,14,190776
950,15,17,15,190976
951,15,17,14,191176
952,16,17,15,191376
953,15,17,15,191576
954,15,17,15,191776
955,15,17,15,191976
956,15,17,15,192176
957,15,17,15,192376
958,15,17,15,192576
959,16,17,15,192776
960,15,17,14,192976
961,15,17,14,193176
962,15,17,15,193376
963,16,17,15,193576
