1526,117,80,42,306210
1527,118,81,42,306411
1528,117,81,42,306613
1529,120,82,43,306813
1530,116,80,42,307014
1531,115,80,42,307215
1532,115,80,42,307416
1533,112,78,41,307618
1534,111,76,40,307819
1535,112,77,40,308019
1536,112,77,40,308220
1537,115,78,40,308422
1538,113,78,40,308622
1539,111,77,40,308824
1540,111,77,40,309024
1541,112,77,40,309226
1542,113,78,40,309426
1543,115,78,40,309627
1544,114,77,40,309829
1545,114,78,40,310029
1546,118,80,42,310230
1547,118,81,42,310431
1548,116,79,41,310633
1549,114,78,40,310834
1550,113,77,40,311034
1551,110,75,39,311235
1552,104,72,38,311436
1553,91,67,37,311637
1554,91,67,37,311838
1555,87,65,36,312038
1556,43,39,27,312239
1557,36,34,25,312439
1558,29,29,21,312639
1559,31,31,23,312839
1560,45,41,28,313039
1561,63,53,33,313239
1562,106,75,40,313439
1563,118,81,42,313641
1564,120,81,42,313842
1565,119,81,42,314042
1566,119,81,42,314243
1567,118,81,42,314444
1568,116,80,42,314645
1569,116,80,42,314847
1570,116,80,42,315048
1571,118,82,43,315248
1572,117,81,43,315449
1573,115,81,42,315651
1574,114,80,42,315851
1575,113,79,41,316052
1576,114,79,42,316253
1577,115,79,41,316454
1578,112,77,40,316655
1579,112,77,40,316855
1580,113,78,41,317057
1581,113,79,41,317257
1582,117,81,42,317458
1583,113,78,41,317659
1584,115,79,41,317859
1585,115,79,41,318061
1586,115,79,40,318262
1587,115,78,40,318463
1588,116,78,40,318663
1589,115,78,40,318865
1590,117,78,40,319066
1591,116,78,40,319266
1592,116,77,40,319467
1593,115,78,40,319667
1594,115,77,39,319867
1595,114,77,40,320068
1596,114,77,40,320269
1597,112,76,39,320470
1598,111,76,39,320670
1599,110,76,39,320871
1600,110,76,40,321071
1601,112,77,40,321272
1602,115,79,41,321473
1603,119,80,41,321674
1604,116,81,42,321875
1605,115,79,42,322076
1606,114,78,41,322277
1607,114,78,41,322479
1608,112,78,41,322679
1609,114,79,41,322881
1610,116,80,42,323081
1611,114,79,42,323282
1612,114,79,41,323482
1613,113,79,41,323684
1614,111,76,40,323884
1615,112,76,40,324085
1616,112,77,40,324287
1617,114,78,40,324488
1618,112,78,41,324688
1619,112,78,41,324889
1620,112,78,41,325089
1621,114,79,42,325290
1622,114,79,41,325491
1623,114,78,41,325692
1624,115,78,41,325894
1625,114,78,41,326094
1626,114,78,41,326295
1627,114,78,41,326497
1628,114,78,41,326698
1629,114,78,41,326898
