583,83,41,64,117535
584,83,41,64,117735
585,84,42,65,117935
586,85,42,66,118135
587,85,43,66,118336
588,85,43,66,118537
589,86,43,67,118737
590,86,43,67,118937
591,86,43,67,119138
592,86,43,67,119338
593,86,43,67,119539
594,86,43,67,119739
595,86,43,67,119939
596,87,44,67,120140
597,88,45,69,120341
598,88,45,69,120542
599,88,45,68,120742
600,86,43,67,120943
601,84,42,66,121144
602,81,42,64,121345
603,81,41,64,121546
604,81,42,63,121747
605,80,42,63,121947
606,80,42,63,122148
607,79,42,63,122349
608,80,42,63,122550
609,79,42,63,122750
610,79,42,63,122951
611,77,41,61,123151
612,74,40,58,123351
613,74,40,58,123551
614,73,40,58,123752
615,74,40,59,123952
616,73,40,58,124153
617,73,40,58,124354
618,73,39,58,124554
619,74,41,59,124754
620,77,41,61,124955
621,78,42,62,125156
622,69,40,56,125356
623,65,39,53,125556
624,66,39,54,125756
625,70,39,56,125956
626,71,39,57,126157
627,73,40,58,126357
628,72,40,59,126557
629,71,40,59,126757
630,72,41,60,126957
631,72,41,60,127157
632,70,40,59,127357
633,71,40,59,127557
634,71,40,59,127757
635,72,41,60,127958
636,72,41,60,128158
637,70,40,59,128359
638,69,40,58,128559
639,69,39,58,128759
640,83,51,70,128960
641,101,76,93,129161
642,69,39,57,129362
643,70,40,58,129562
644,70,40,58,129762
645,71,40,59,129963
646,71,40,59,130163
647,71,40,59,130363
648,71,40,59,130563
649,71,40,59,130763
650,70,39,58,130963
651,69,39,57,131163
652,70,39,57,131363
653,74,40,59,131563
654,82,41,63,131763
655,81,40,63,131963
656,80,40,62,132163
657,80,40,62,132363
658,81,41,63,132563
659,84,42,65,132763
660,81,41,64,132963
661,84,42,65,133163
662,85,42,65,133363
663,84,42,65,133563
664,84,42,66,133764
665,87,44,67,133965
666,88,45,69,134166
667,82,42,64,134367
668,79,41,62,134567
669,78,41,61,134768
670,78,40,61,134968
671,78,41,61,135169
672,74,39,59,135370
673,78,41,61,135570
674,73,39,58,135770
675,73,39,58,135971
676,75,40,59,136171
677,75,40,60,136371
678,75,39,59,136572
679,74,39,59,136772
680,77,40,61,136972
681,76,40,61,137172
682,76,40,60,137372
683,78,40,61,137573
684,78,40,62,137774
685,78,40,62,137975
686,78,40,62,138175
687,78,40,62,138376
688,78,40,62,138576
689,78,40,61,138776
